id,listing_url,name,experiences_offered,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
21862176,https://www.airbnb.com/rooms/21862176,Parker Hill 604 | 1BR 1BA | Museum of Fine Arts,none,71783,Lance,2010/1/19,"Boston, Massachusetts, United States","Lance R. Swank, Principal

His units offer comfortable and luxurious appointments to compliment the style of the building, whether a newly constructed condo or a historic Brownstone. Visitors to Boston seeking a furnished apartment without the corporate, hotel-room-like feel of most furnished rentals will find themselves more at home in Lance’s spaces.

Lance is the President of LSBM Management, LLC and holds an MBA degree from of the F.W. Olin Graduate School of Business at Babson College. He lives and invests in the City of Boston.",within a few hours,94%,N/A,f,Dorchester,25,25,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2120,Boston,"Boston, MA",US,United States,42.33023,-71.10858,t,Serviced apartment,Hotel room,4,1,1,2,Real Bed,$150.00,,,$100.00,$125.00,1,$11.00
21862625,https://www.airbnb.com/rooms/21862625,Minutes from Back Bay! Spacious Bedroom,none,37673574,Jessica,2015/7/6,"Boston, Massachusetts, United States",Im a Boston native and happy to help you see the great parts of Boston that arent in the Guidebooks. I look forward to connecting with people traveling to Boston and aim to make each guest experience this beautiful place like a local. Thanks for checking out my place and I hope to talk to you soon!,within an hour,71%,N/A,t,Allston-Brighton,12,12,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.35345,-71.13506,t,Apartment,Private room,1,1,1,1,Real Bed,$89.00,,,$0.00,$150.00,1,$0.00
21865615,https://www.airbnb.com/rooms/21865615,"Luxury studio apt, center Boston",none,14745965,Roy,2014/4/26,"Tel Aviv, Israel",,N/A,N/A,N/A,f,West End,1,1,"Boston, MA, United States",West End,West End,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36443,-71.06442,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$120.00,,,$0.00,$50.00,1,$0.00
21884763,https://www.airbnb.com/rooms/21884763,Amazing apartment in South Boston,none,2406043,Alexander,2012/5/18,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,South Boston,1,1,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.33959,-71.04963,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$110.00,,,$0.00,$75.00,1,$0.00
21897391,https://www.airbnb.com/rooms/21897391,Beautiful Back Bay Duplex Monthly rental,none,392021,Karen,2011/2/14,"Boston, Massachusetts, United States","I am 55 and rent out my home on occasion. I am available for suggestions, advice and help 24/7!",within a few hours,100%,N/A,f,Back Bay,1,1,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.35061,-71.08674,t,Condominium,Entire home/apt,7,2.5,4,5,Real Bed,$975.00,,,$0.00,$0.00,7,$100.00
21899053,https://www.airbnb.com/rooms/21899053,33rd Floor - Luxury Downtown Boston Penthouse,none,159778032,Brian,2017/11/22,"Boston, Massachusetts, United States","I am a CPA turned law student living in Boston. I love to travel - and for that reason I know exactly what type of experience I expect from my host or hotel.  As such, my staff and I ensure that your stay with us reflects the kind of quality and service that I expect in my own travel accommodations, and I can assure you, we set the bar very high. ",within an hour,100%,N/A,t,West End,1,1,"Boston, MA, United States",West End,West End,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36407,-71.06366,t,Serviced apartment,Entire home/apt,9,2.5,3,3,Real Bed,$829.00,,,$200.00,$199.00,8,$100.00
21907057,https://www.airbnb.com/rooms/21907057,Bright 1 Bedroom in Fantastic Fenway/Back Bay!,none,8442201,Nick,2013/8/27,"Boston, Massachusetts, United States",I'm a Boston native who enjoys traveling and hosting. I like to be outside as much as possible and seek out adventures together with my family.,within an hour,100%,N/A,t,Fenway/Kenmore,3,3,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34957,-71.10292,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$179.00,,,$0.00,$60.00,1,$0.00
21924790,https://www.airbnb.com/rooms/21924790,Classic Wellington Hill Guest House,none,11570420,Shalaye,2014/1/23,"Boston, Massachusetts, United States","Fun, Outgoing food and movie Lover!! Im an entrepreneur and actor with a passion for real estate and the arts! 

""Give the world your best and it may never be enough, Give the world your BEST anyway!""~ Mother Teresa",within an hour,100%,N/A,f,Mattapan,4,4,"Boston, MA, United States",Mattapan,Mattapan,,Boston,MA,2126,Boston,"Boston, MA",US,United States,42.28486,-71.09441,t,Apartment,Entire home/apt,8,1,3,3,Real Bed,$115.00,,,$275.00,$69.00,6,$20.00
21925608,https://www.airbnb.com/rooms/21925608,Very nice room steps from subway.,none,136896833,Thao,2017/6/25,US,,N/A,N/A,N/A,f,Dorchester,2,2,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2124,Boston,"Boston, MA",US,United States,42.28882,-71.063,t,Apartment,Private room,2,1,1,1,Real Bed,$75.00,,,,$60.00,1,$0.00
21925988,https://www.airbnb.com/rooms/21925988,Comfy room 3 min to T stop-easy access to Boston,none,21745230,Jurek,2014/9/24,"Boston, Massachusetts, United States","I'm a musician. I was born in Poland but I have been living in Boston for the last 25 years. I travelled extensively all over Europe and some other places around the world. My favorite destinations include Southern France, Croatia, and Cape Cod. I love swimming, hiking, biking, reading, and listening to jazz and classical music.",within an hour,100%,N/A,t,Cambridge,15,15,"Boston, MA, United States",Somerville,Charlestown,,Boston,MA,2129,Boston,"Boston, MA",US,United States,42.38386,-71.07902,t,Apartment,Private room,2,1,1,1,Real Bed,$41.00,,,$0.00,$45.00,1,$20.00
21934940,https://www.airbnb.com/rooms/21934940,The magical TreeTop House: central and cozy,none,15772847,Marc,2014/5/20,"Paris, Île-de-France, France",I am a French researcher!,N/A,N/A,N/A,f,Allston-Brighton,1,1,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.35217,-71.14066,t,House,Private room,2,2,1,1,Real Bed,$59.00,,,$0.00,$12.00,1,$10.00
21935818,https://www.airbnb.com/rooms/21935818,Beautiful Modern 3 BR Condo in Boston (Entire),none,160085936,Melvin,2017/11/25,"Boston, Massachusetts, United States",,within an hour,100%,N/A,f,Roslindale,1,1,"Boston, MA, United States",Roslindale,Jamaica Plain,,Boston,MA,2131,Boston,"Boston, MA",US,United States,42.29424,-71.12251,t,Apartment,Entire home/apt,7,1,3,3,Real Bed,$106.00,,,"$1,500.00",$95.00,3,$15.00
21935939,https://www.airbnb.com/rooms/21935939,"Wonderful Suite, Haven for Asian food, Good Price",none,38197938,Diana,2015/7/11,US,,N/A,N/A,N/A,f,Allston-Brighton,1,1,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.35261,-71.12793,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$85.00,,,$200.00,$20.00,1,$0.00
21944393,https://www.airbnb.com/rooms/21944393,Private BD near Fenway/Convention Center 1:),none,160168613,Jesse + John + Priya,2017/11/26,"Boston, Massachusetts, United States",,within an hour,91%,N/A,f,Fenway/Kenmore,6,6,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34943,-71.09536,t,Apartment,Private room,2,1,1,1,Real Bed,$125.00,,,$0.00,$25.00,1,$10.00
21949820,https://www.airbnb.com/rooms/21949820,Modern convenience close to Longwood Medical,none,8035802,Alicia,2013/8/8,"Boston, Massachusetts, United States","I'm a teacher and potter originally from Maine, now living in Boston. ",N/A,N/A,N/A,t,Roxbury,2,2,"Boston, MA, United States",Roxbury,Roxbury,,Boston,MA,2119,Boston,"Boston, MA",US,United States,42.329,-71.09262,t,Condominium,Private room,2,1,1,1,Real Bed,$55.00,,,$0.00,$0.00,1,$20.00
21961507,https://www.airbnb.com/rooms/21961507,Sun filled modern clean master suite & bath,none,13897255,Chris,2014/4/4,"Massachusetts, United States","2 Running enthusiasts from Boston with our little bundle of joy, Sophia, looking to be safely ensconced in a cozy, quiet rental, suitable for experiencing all the finer things the world has to offer. 

From morning runs to 7pm dinners, we keep a respectable schedule, void of late night noise and messy bathrooms. 

We love 
The beach
Sunny days
Cooking
Cribbage
Running
Sailing
Swimming
Cooking :-)
Eating great food!
Coffee 
Gardening
The list goes on. 

You won't be disappointed. We are amazing guests and renters. 

Cheers
Chris, Jin and Sophia



",N/A,N/A,N/A,f,,3,3,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.30487,-71.11523,f,Condominium,Entire home/apt,2,1,1,1,Real Bed,$110.00,,,$200.00,$25.00,2,$30.00
21964456,https://www.airbnb.com/rooms/21964456,Back Bay beautiful 1BR,none,780153,Ishai,2011/7/5,"Jerusalem, Israel, Israel",,N/A,N/A,N/A,t,Back Bay,1,1,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.35437,-71.07727,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$114.00,,,$0.00,$40.00,1,$0.00
21973435,https://www.airbnb.com/rooms/21973435,Cozy Beacon Hill Abode,none,30383687,Gina,2015/3/31,"Middlesex County, Massachusetts, United States",,N/A,N/A,N/A,f,,1,1,"Boston, MA, United States",Beacon Hill,Beacon Hill,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.35963,-71.06392,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,$150.00,,,$100.00,$50.00,1,$5.00
21979174,https://www.airbnb.com/rooms/21979174,Back Bay Brownstone Oasis|1BR 1BA #5,none,814298,Short Term Rentals Boston,2011/7/13,"Boston, Massachusetts, United States","STRB is the premier provider of short-term furnished rentals in the city of Boston. We provide economical and professionally managed hotel-alternative accommodations for nightly, weekly and monthly rentals. Our portfolio of units includes fully furnished one, two and three bedroom apartments, studio rentals and hostel accommodations located in the best neighborhoods of Boston. If you don’t see what you are looking for on our website, please inquire with one of our leasing (Email hidden by Airbnb)",within an hour,95%,N/A,f,South End,91,91,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.35044,-71.08503,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$200.00,,,$500.00,$105.00,1,$0.00
21981146,https://www.airbnb.com/rooms/21981146,Longwood Medical Apartment,none,160490595,Katherine,2017/11/28,"Boston, Massachusetts, United States",,within a day,100%,N/A,f,,1,1,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2120,Boston,"Boston, MA",US,United States,42.33423,-71.10391,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$125.00,,,$500.00,$65.00,2,$0.00
21983126,https://www.airbnb.com/rooms/21983126,South Boston 2BR Modern condo with roofdeck,none,51111116,Tara,2015/12/12,"Boston, Massachusetts, United States",,N/A,N/A,N/A,t,Medford,2,2,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.33223,-71.0406,t,Condominium,Entire home/apt,4,1,2,2,Real Bed,$100.00,,,$125.00,$50.00,4,$50.00
21987098,https://www.airbnb.com/rooms/21987098,"Cozy 4 Bedroom Near Airport, Beach, + Downtown",none,160546103,Julie,2017/11/29,US,,N/A,N/A,N/A,f,East Boston,1,1,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.37973,-71.02995,t,Apartment,Entire home/apt,11,1,4,6,Real Bed,$210.00,,,$0.00,$75.00,2,$25.00
22009604,https://www.airbnb.com/rooms/22009604,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",none,20857768,Adam,2014/9/2,"Boston, Massachusetts, United States","My name is Adam and I am a Sales Representative for Compass Furnished Apartments. We offer short-term and long-term fully furnished, fully equipped apartments in the Northeastern United States. 

Our comfortable homes, streamlined reservation process and “concierge-style” client services enable us to provide our guests with an exceptional experience, all at a tremendous value.

Our forward looking approach to technology and sustainable business practices coupled with our experience in evaluating and fulfilling the specific needs of every client lead many to choose Compass for their furnished apartment needs.",within a day,89%,N/A,f,Downtown Crossing,25,25,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34705,-71.08939,t,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,$200.00,,,$0.00,$100.00,1,$0.00
22012439,https://www.airbnb.com/rooms/22012439,Charming 2BR in Lower Allston by Sonder,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.35683,-71.13471,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$415.00,,,$400.00,$110.00,4,$5.00
22013637,https://www.airbnb.com/rooms/22013637,Private BD near Fenway/Convention Center a:),none,160168613,Jesse + John + Priya,2017/11/26,"Boston, Massachusetts, United States",,within an hour,91%,N/A,f,Fenway/Kenmore,6,6,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34924,-71.09372,t,Apartment,Private room,2,1,1,1,Real Bed,$125.00,,,$0.00,$25.00,1,$10.00
22013869,https://www.airbnb.com/rooms/22013869,Private BD near Fenway/Convention Center b:),none,160168613,Jesse + John + Priya,2017/11/26,"Boston, Massachusetts, United States",,within an hour,91%,N/A,f,Fenway/Kenmore,6,6,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34982,-71.09367,t,Apartment,Private room,2,1,1,1,Real Bed,$125.00,,,$0.00,$25.00,1,$10.00
22013980,https://www.airbnb.com/rooms/22013980,Quality By Jamaica Pd and Arboretum 20min Boston.,none,160750677,Phyllis,2017/11/30,"Boston, Massachusetts, United States",,within an hour,100%,N/A,t,Jamaica Plain,2,2,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.30624,-71.12603,t,House,Entire home/apt,2,1,2,2,Real Bed,$150.00,,,$0.00,$125.00,2,$75.00
22014038,https://www.airbnb.com/rooms/22014038,Fenway/Convention Center -  Charming BD a:),none,160168613,Jesse + John + Priya,2017/11/26,"Boston, Massachusetts, United States",,within an hour,91%,N/A,f,Fenway/Kenmore,6,6,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.3504,-71.09457,t,Apartment,Private room,2,1,1,1,Real Bed,$125.00,,,$0.00,$25.00,1,$10.00
22014146,https://www.airbnb.com/rooms/22014146,Fenway/Convention Center -  Charming BD b:),none,160168613,Jesse + John + Priya,2017/11/26,"Boston, Massachusetts, United States",,within an hour,91%,N/A,f,Fenway/Kenmore,6,6,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.35041,-71.09416,t,Apartment,Private room,2,1,1,1,Real Bed,$125.00,,,$0.00,$25.00,1,$10.00
22014195,https://www.airbnb.com/rooms/22014195,Modern 1BR in Lower Allston by Sonder,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.356,-71.13703,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$211.00,,,$400.00,$95.00,2,$5.00
22014689,https://www.airbnb.com/rooms/22014689,Sonder | Theater District | Cozy 1BR + Kitchen,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Chinatown,Downtown,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.3511,-71.06481,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$257.00,,,$400.00,$81.00,2,$5.00
22016719,https://www.airbnb.com/rooms/22016719,Sonder | Theater District | Cozy Studio + Kitchen,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Chinatown,Downtown,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.3519,-71.06405,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$217.00,,,$400.00,$91.00,2,$5.00
22018975,https://www.airbnb.com/rooms/22018975,Savin Hill-Spacious/Modern 3 BR/2BA close to Train,none,21223496,Gerald,2014/9/11,"New York, New York, United States",,within an hour,100%,N/A,t,Dorchester,2,2,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2125,Boston,"Boston, MA",US,United States,42.31532,-71.05168,t,Condominium,Entire home/apt,7,2,3,7,Real Bed,$90.00,,,$0.00,$95.00,4,$20.00
22030644,https://www.airbnb.com/rooms/22030644,South End Condo close to Back Bay & Copley Sq.,none,28746290,John,2015/3/4,"Boston, Massachusetts, United States","Professional male moved to Boston in 2010, I love this city and happy to share my space with fellow travelers.  I work in healthcare and love to travel to NYC and beyond.  ",within a day,70%,N/A,f,South End,1,1,"Boston, MA, United States",South End,South End,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.34481,-71.07661,t,Condominium,Entire home/apt,2,1,1,1,Real Bed,$200.00,,,$0.00,$80.00,1,$25.00
22041148,https://www.airbnb.com/rooms/22041148,Fun Boston condo all to yourselves! Enjoy!,none,101356888,Erik,2016/10/26,"Boston, Massachusetts, United States","Easy going, professional guy living in Boston, MA.  Own a condo in East Boston that is close to everything.  Have family across the US that I travel to and visit with.  GLBT friendly here.  Into family, friends, working out, job, theater, movies, and church.

Five things I can't live without:  friends, healthy food, computer, almond butter, HP

Some favorite movies: Swiss Army Man, The Fault In Our Stars, The Matrix, Elf, Erin Brokovitch, Call Me By Your Name, Star Trek, Maurice, + more...

Newer to Airbnb.  Enjoying hosting a lot!  I'm neat, clean cut, organized, and low maintenance.",within an hour,100%,N/A,t,East Boston,2,2,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.37245,-71.03996,t,Condominium,Entire home/apt,4,1,1,0,Real Bed,$122.00,,,$0.00,$30.00,1,$0.00
22064721,https://www.airbnb.com/rooms/22064721,Bright City Apt. in hip Jamaica Plain!  Sleeps 6,none,8442201,Nick,2013/8/27,"Boston, Massachusetts, United States",I'm a Boston native who enjoys traveling and hosting. I like to be outside as much as possible and seek out adventures together with my family.,within an hour,100%,N/A,t,Fenway/Kenmore,3,3,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.31843,-71.11041,t,Apartment,Entire home/apt,6,1,2,4,Real Bed,$199.00,,,$0.00,$80.00,4,$12.00
22065274,https://www.airbnb.com/rooms/22065274,"Stylish, Large 1 Bed in Back Bay/ Fenway/Kenmore",none,8442201,Nick,2013/8/27,"Boston, Massachusetts, United States",I'm a Boston native who enjoys traveling and hosting. I like to be outside as much as possible and seek out adventures together with my family.,within an hour,100%,N/A,t,Fenway/Kenmore,3,3,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.35096,-71.10245,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$179.00,,,$0.00,$60.00,1,$0.00
22081895,https://www.airbnb.com/rooms/22081895,Seaport Brick and Beam 1 bed.,none,3686220,Brig,2012/9/26,"Boston, Massachusetts, United States",Life Science Professional From Vermont Living in Boston.,N/A,N/A,N/A,f,South Boston,1,1,"Boston, MA, United States",South Boston,South Boston Waterfront,,Boston,MA,2210,Boston,"Boston, MA",US,United States,42.35299,-71.04823,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$275.00,,,,,1,$0.00
22083423,https://www.airbnb.com/rooms/22083423,Charming South End | Back Bay | Copley Apartment,none,108741752,Cassandra,2016/12/27,"Somerville, Massachusetts, United States","We love to meet people from all over the world. Traveling is a passion of ours and we enjoy visiting different countries and learning about their culture.
We are serious animal lovers and have 5 rescue animals. Eventually, we would love to have a farm and rescue animals. :)",within an hour,99%,N/A,f,South End,6,6,"Boston, MA, United States",South End,South End,,Boston,MA,2118,Boston,"Boston, MA",US,United States,42.34049,-71.07522,t,Apartment,Entire home/apt,6,1.5,2,3,Real Bed,$149.00,,,$115.00,$80.00,1,$0.00
22084812,https://www.airbnb.com/rooms/22084812,Private Room in Luxury Apartment,none,40071986,Christian,2015/7/30,"Cambridge, Massachusetts, United States","Recent Harvard Graduate class of 2018 :) Master of Finance 

I am very down to earth, very friendly and always happy to help in any way that I can to make your stay as comfortable as possible in any one of my properties. I am only a message away :).

I was born and raised in Elizabeth, NJ and know the area very well, this is where most of my listings are located 5 minutes from EWR Newark Liberty International Airport. 

At the moment I split my time between New Jersey and Boston, Massachusetts and focusing more on being an entrepreneur rather than finding work. I truly love the Airbnb concept and hope to have listings all over the world some day :). I also have a car rental business that works on a similar platform as Airbnb called TURO. 

I am very interested in all Asian cultures and love meeting people from that part of the world. I hope to live there some day.  My family is from Ecuador and I have double citizenship for United States and Ecuador. ",within an hour,99%,N/A,f,Allston-Brighton,15,15,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.36233,-71.13001,t,Apartment,Private room,1,1,1,1,Real Bed,$150.00,,,,,1,$10.00
22099733,https://www.airbnb.com/rooms/22099733,CHESTNUT ROOM ★ Chic & Large - 15 Mins to Downtown,none,69587,Boris & Susan,2010/1/11,"Boston, Massachusetts, United States","Hi there!

We are Boris and Susan - a young, professional couple living in Boston. 

I (Boris) is originally from Lithuania and Susan is from China - and we've been living in Boston for the last 6+ years.

I'm an entrepreneur and an avid traveler. My work focuses on startups and the transportation sector. In the past, I've been a part of the first person-to-person carsharing startup that helped people share their cars with neighbors (think Airbnb + Zipcar). After that, I have founded - and currently run - an electric bike company called EVELO that makes it easier for people to get around wherever they live. 

Susan works as a marketing professional at a larger company and is a huge photography buff. Many of the photos you'll see in our apartment are the ones done by her in our travels.

We both love to travel ourselves and try to stay at Airbnb wherever we go. Over the last few years, we've traveled together to Africa, Cuba, Iceland, Eastern and Western Europe, and Asia - as much as possible we love to incorporate travel in our lifestyle.

We wanted to share our apartment with Airbnb guests as a way to pay back the incredibly hospitality and experiences we've encountered ourselves during our travels. We know what it's like to come to a new place for the first time and our goal is to provide you with a wonderful, cozy and unique place to stay and advice and feedback that you would expect from a friend.

We can't wait to meet you and host you in Boston!

And also, if this is your first time using Airbnb, you can use this link to receive $40 off your stay: http://www.airbnb.com/c/bmordkovich",within an hour,100%,N/A,t,East Boston,8,8,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.37844,-71.03155,t,House,Private room,2,2.5,1,1,Real Bed,$49.00,,,$0.00,$20.00,1,$10.00
22100284,https://www.airbnb.com/rooms/22100284,Sonder | Theater District | Serene 1BR + Kitchen,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Downtown,Downtown,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.35111,-71.06372,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$255.00,,,$400.00,$76.00,2,$5.00
22103582,https://www.airbnb.com/rooms/22103582,enjoy your journey with joy~,none,159603105,Joy,2017/11/21,China,,N/A,N/A,N/A,f,Fenway/Kenmore,1,1,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34355,-71.09729,t,Apartment,Private room,1,1,1,1,Real Bed,$39.00,,,,,1,$0.00
22119242,https://www.airbnb.com/rooms/22119242,Sonder | Theater District | Airy 1BR + Kitchen,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Downtown,Downtown,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.35308,-71.06328,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$240.00,,,$400.00,$81.00,2,$5.00
22121305,https://www.airbnb.com/rooms/22121305,Sonder | Theater District | Stylish 1BR + Kitchen,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Downtown,Downtown,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.35108,-71.0639,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$240.00,,,$400.00,$75.00,2,$5.00
22128402,https://www.airbnb.com/rooms/22128402,"Nice Big Studio @ TD Garden, MGH, MIT, Downtown!",none,78724014,Jorge Santiago,2016/6/19,"Boston, Massachusetts, United States","I'm Chilean living in Boston. I am studying an MBA program. I love to travel, to do sport and to know new places and people, to be able to exchange language.",N/A,N/A,N/A,t,West End,1,1,"Boston, MA, United States",West End,Downtown,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36248,-71.06374,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$105.00,,,$0.00,$65.00,2,$0.00
